City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
351,Shingu,JP,33.7333,135.9833,78.91,91,99,3.2,overcast clouds
352,Poum,NC,-20.2333,164.0167,68.32,59,2,13.51,clear sky
353,Seoul,KR,37.5683,126.9778,76.6,91,90,5.75,light rain
354,Caimito,CO,8.8123,-75.4107,90.03,62,64,3.67,broken clouds
355,Methoni,GR,36.8197,21.7049,90.21,62,0,6.93,clear sky
356,San Vicente,AR,-26.6167,-54.1333,66.15,41,16,1.72,few clouds
357,Gold Coast,AU,-28.0,153.4333,63.0,94,1,0.0,clear sky
358,Merauke,ID,-8.4667,140.3333,73.04,85,10,12.95,clear sky
359,Cacoal,BR,-11.4386,-61.4472,95.63,17,1,4.81,clear sky
360,Borogontsy,RU,62.6683,131.1683,58.33,47,35,6.33,scattered clouds
361,San Carlos De Bariloche,AR,-41.1456,-71.3082,53.44,45,40,6.91,scattered clouds
362,Great Falls,US,47.5002,-111.3008,93.6,19,1,4.0,haze
363,Ilulissat,GL,69.2167,-51.1,57.22,41,0,5.75,clear sky
364,Karimpur,IN,23.9667,88.6167,78.85,94,100,7.05,overcast clouds
365,Barcelona,ES,41.3888,2.159,76.6,63,20,1.01,few clouds
366,Dhidhdhoo,MV,6.8833,73.1,82.63,77,100,15.79,overcast clouds
367,Hay River,CA,60.8156,-115.7999,85.98,39,75,2.3,broken clouds
368,Kavaratti,IN,10.5669,72.642,82.18,77,61,15.7,broken clouds
369,Faya,SA,18.3851,42.4509,68.11,67,97,4.94,overcast clouds
370,Porbandar,IN,21.6422,69.6093,81.25,84,100,20.42,overcast clouds
371,Gashua,NG,12.871,11.0482,89.17,48,96,6.93,overcast clouds
372,Atasu,KZ,48.6814,71.6433,75.9,41,19,5.99,few clouds
373,Auki,SB,-8.7676,160.7034,75.94,86,99,9.04,overcast clouds
374,Skovorodino,RU,53.9833,123.9167,50.9,99,94,2.37,overcast clouds
375,Astana,KZ,51.1801,71.446,69.75,68,0,8.95,clear sky
376,Kiunga,PG,-6.1219,141.2906,71.83,97,92,2.91,overcast clouds
377,Barstow,US,34.8986,-117.0228,100.63,18,0,4.34,clear sky
378,Frontera,MX,26.9333,-101.45,98.17,26,1,10.0,clear sky
379,Kumi,KR,36.1136,128.336,78.48,98,86,0.56,overcast clouds
380,Hazaribag,IN,23.9833,85.35,74.1,92,100,3.36,overcast clouds
381,Lahaina,US,20.8783,-156.6825,83.44,61,3,12.91,clear sky
382,Ambalavao,MG,-21.8333,46.9333,53.82,91,53,4.16,broken clouds
383,Geraldton,AU,-28.7667,114.6,45.01,93,5,6.91,clear sky
384,Saskylakh,RU,71.9167,114.0833,66.56,50,0,4.88,clear sky
385,Walvis Bay,NA,-22.9575,14.5053,74.35,17,0,8.05,clear sky
386,Chanute,US,37.6792,-95.4572,84.42,44,7,11.45,clear sky
387,Alofi,NU,-19.0595,-169.9187,75.09,78,23,18.41,few clouds
388,Jyvaskyla,FI,62.2415,25.7209,62.13,87,0,5.75,clear sky
389,Minudasht,IR,37.2289,55.3747,78.91,66,0,2.91,clear sky
390,Koslan,RU,63.4564,48.8989,54.95,95,9,5.01,clear sky
391,Pitimbu,BR,-7.4706,-34.8086,81.19,75,4,20.27,clear sky
392,Andenes,NO,69.3143,16.1194,46.38,81,75,11.5,broken clouds
393,General Roca,AR,-39.0333,-67.5833,59.4,32,0,11.74,clear sky
394,Wladyslawowo,PL,54.7909,18.4009,64.94,88,100,10.07,light rain
395,Krasnyy Chikoy,RU,50.3643,108.7512,56.3,85,84,3.47,broken clouds
396,Jumla,NP,29.2747,82.1838,64.44,93,98,0.81,overcast clouds
397,Zhigansk,RU,66.7697,123.3711,61.21,71,57,11.59,broken clouds
398,Pinotepa Nacional,MX,16.3167,-98.0167,91.65,50,87,9.04,overcast clouds
399,Ahipara,NZ,-35.1667,173.1667,55.45,87,63,9.62,broken clouds
400,Amudat,UG,1.95,34.95,70.45,70,100,4.59,light rain
401,Benghazi,LY,32.1167,20.0667,83.12,66,0,13.0,clear sky
402,Aras,ES,42.5617,-2.356,64.81,52,20,2.3,few clouds
403,Asau,RO,46.4333,26.4,76.28,85,0,4.72,light rain
404,Shizunai,JP,42.3339,142.3669,73.36,95,100,12.3,overcast clouds
405,Mittagong,AU,-34.45,150.45,38.5,95,1,1.92,clear sky
406,Puerto Palomas,MX,31.7667,-107.6167,85.33,34,41,7.63,scattered clouds
407,Nagato,JP,34.3833,131.2,80.51,91,100,11.21,moderate rain
408,Fernie,CA,49.5,-115.0687,90.28,19,48,3.27,scattered clouds
409,Tiznit,MA,29.5833,-9.5,69.91,58,0,3.69,clear sky
410,Zacatepec,MX,18.65,-99.2,88.65,44,2,1.81,clear sky
411,Chimbote,PE,-9.0853,-78.5783,68.54,72,5,13.11,clear sky
412,Waitati,NZ,-45.75,170.5667,50.81,80,99,6.82,overcast clouds
413,Katobu,ID,-4.9408,122.5276,72.81,95,18,2.98,few clouds
414,Khatanga,RU,71.9667,102.5,61.34,64,80,11.48,broken clouds
415,Sabzevar,IR,36.2126,57.6819,78.44,13,7,16.89,clear sky
416,Chiredzi,ZW,-21.05,31.6667,61.77,38,0,3.33,clear sky
417,Aberfeldy,GB,56.62,-3.8645,58.05,76,63,2.55,broken clouds
418,Mao,ES,39.8885,4.2658,72.16,68,20,4.61,few clouds
419,Tocopilla,CL,-22.092,-70.1979,67.03,61,69,3.91,broken clouds
420,Shambu,ET,9.5667,37.1,49.64,93,83,0.4,broken clouds
421,Leshukonskoye,RU,64.8989,45.7622,54.03,94,16,1.86,few clouds
422,Lazarev,RU,52.225,141.5131,54.09,78,100,0.94,overcast clouds
423,Kargasok,RU,59.0556,80.8572,50.61,88,24,4.36,few clouds
424,Haines Junction,CA,60.7522,-137.5108,71.55,43,40,2.3,scattered clouds
425,Ossora,RU,59.2353,163.0719,53.33,74,100,7.67,overcast clouds
426,Yenagoa,NG,4.9247,6.2642,77.4,78,85,6.62,overcast clouds
427,Ponnani,IN,10.767,75.9252,76.32,84,79,6.91,broken clouds
428,Yumen,CN,40.2833,97.2,68.59,43,93,11.77,overcast clouds
429,Romny,UA,50.751,33.4747,73.99,56,0,6.58,clear sky
430,Yarada,IN,17.65,83.2667,84.52,79,40,4.61,scattered clouds
431,Labuan,MY,5.2767,115.2417,79.16,88,20,3.0,thunderstorm
432,Bagdarin,RU,54.4333,113.6,46.9,95,77,3.04,broken clouds
433,Vila Velha,BR,-20.3297,-40.2925,72.97,57,0,11.5,clear sky
434,Victoria Point,AU,-27.5833,153.3,62.91,94,1,1.01,clear sky
435,Mayo,US,38.8876,-76.5119,79.34,93,90,1.99,mist
436,Saint-Pierre,RE,-21.3393,55.4781,67.64,73,20,6.91,few clouds
437,Sorland,NO,67.667,12.6934,48.27,75,93,12.06,overcast clouds
438,Chicama,PE,-7.8447,-79.1469,64.94,60,3,10.76,clear sky
439,Zyryanka,RU,65.75,150.85,42.94,71,32,11.45,scattered clouds
440,Sao Jose Dos Pinhais,BR,-25.5347,-49.2064,61.74,72,40,11.5,scattered clouds
441,High Prairie,CA,55.4334,-116.4858,90.68,26,94,5.61,overcast clouds
442,Ilula,TZ,-7.6766,36.0366,61.34,83,32,4.85,scattered clouds
443,Sabha,LY,27.0377,14.4283,92.79,11,0,7.74,clear sky
444,Jiujiang,CN,29.7333,115.9833,79.88,84,0,3.94,clear sky
445,Balkanabat,TM,39.5108,54.3671,88.54,15,56,4.12,broken clouds
446,Waddan,LY,29.1614,16.139,91.71,15,0,16.28,clear sky
447,Pitrufquen,CL,-38.9833,-72.65,59.02,58,0,6.91,clear sky
448,Chokurdakh,RU,70.6333,147.9167,36.64,76,17,6.82,few clouds
449,Dubbo,AU,-32.25,148.6167,35.73,100,0,8.05,clear sky
450,Raga,SS,8.4596,25.678,69.48,96,100,5.35,overcast clouds
451,Bat Yam,IL,32.0231,34.7503,86.65,69,0,3.44,clear sky
452,Passos,BR,-20.7189,-46.6097,75.7,33,5,2.77,clear sky
453,Paso De Carrasco,UY,-34.8603,-56.0522,55.85,78,20,6.91,few clouds
454,Kruisfontein,ZA,-34.0033,24.7314,54.88,78,76,20.27,broken clouds
455,Ashdod,IL,31.8167,34.65,86.81,73,0,2.46,clear sky
456,Impfondo,CG,1.6381,18.0667,75.72,74,100,2.53,overcast clouds
457,Chumikan,RU,54.7183,135.315,54.45,80,100,0.51,overcast clouds
458,Enschede,NL,52.2183,6.8958,62.56,83,99,4.0,overcast clouds
459,Wewak,PG,-3.5534,143.6268,77.11,88,17,7.43,few clouds
460,Natal,BR,-5.795,-35.2094,80.82,69,75,16.11,broken clouds
461,Thinadhoo,MV,0.5333,72.9333,81.82,71,96,4.72,overcast clouds
462,Port Hedland,AU,-20.3167,118.5667,59.05,41,0,12.66,clear sky
463,La Raya De Santa Maria,PA,8.1667,-80.8167,84.58,75,100,3.65,overcast clouds
464,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,78.6,69,70,8.05,broken clouds
465,Belmonte,BR,-15.8631,-38.8828,71.6,75,80,15.08,broken clouds
466,Shahrud,IR,36.4182,54.9763,72.12,38,76,10.22,broken clouds
467,San Pedro,PH,14.35,121.0167,82.35,84,90,6.91,moderate rain
468,Nerchinskiy Zavod,RU,51.3088,119.61,50.16,95,62,3.98,broken clouds
469,Nandi Hills,KE,0.1066,35.1838,59.59,95,100,0.72,light rain
470,Whitehorse,CA,60.7161,-135.0538,78.1,35,20,5.75,few clouds
471,Ketchikan,US,55.3422,-131.6461,68.0,71,98,4.25,overcast clouds
472,Puyang,CN,29.4603,119.8861,75.83,96,48,1.63,scattered clouds
473,Batagay,RU,67.6333,134.6333,52.72,60,0,1.34,clear sky
474,Leningradskiy,RU,69.3833,178.4167,35.65,96,100,17.47,overcast clouds
475,Muncar,ID,-8.4333,114.3333,74.37,88,42,2.64,scattered clouds
476,Mucurapo,TT,10.6667,-61.5333,86.97,69,11,9.37,few clouds
477,Sajanan,TN,37.0573,9.2426,79.72,85,40,5.08,scattered clouds
478,Genhe,CN,50.7833,121.5167,45.61,98,2,2.84,clear sky
479,Newry,GB,54.1784,-6.3374,58.95,82,39,5.79,scattered clouds
480,Zheleznodorozhnyy,RU,55.7503,38.0042,70.36,90,89,5.06,overcast clouds
481,Daud Khel,PK,32.875,71.5701,96.21,46,8,4.29,clear sky
482,Nokaneng,BW,-19.6667,22.2667,59.47,37,0,7.49,clear sky
483,Puerto Montt,CL,-41.4698,-72.9447,54.43,66,0,4.61,clear sky
484,Japura,ID,-0.3167,102.35,73.58,97,66,2.04,broken clouds
485,Gusinoye Ozero,RU,51.1144,106.2614,64.15,73,100,1.99,overcast clouds
486,Talas,TR,38.6908,35.5538,70.47,53,0,5.75,clear sky
487,Xinpu,CN,34.5997,119.1594,75.11,93,6,3.74,clear sky
488,Groningen,NL,53.25,6.75,61.03,80,20,6.91,few clouds
489,Saint-Francois,FR,46.4154,3.9054,62.04,67,40,3.44,scattered clouds
490,Grindavik,IS,63.8424,-22.4338,55.56,87,75,6.91,broken clouds
491,Chaman,PK,30.9236,66.4512,81.54,12,0,9.28,clear sky
492,Tingi,TZ,-11.3,35.0333,56.62,80,36,0.22,scattered clouds
493,Solano,US,38.2333,-121.9511,91.53,33,1,21.85,clear sky
494,Shamary,RU,57.3434,58.2199,60.39,82,64,3.69,broken clouds
495,Ust-Kuyga,RU,70.0167,135.6,52.9,60,0,2.21,clear sky
496,Severnoye,RU,56.3491,78.3619,56.48,80,43,4.76,scattered clouds
497,Grand-Santi,GF,4.25,-54.3833,78.42,89,100,1.25,light rain
498,Nome,US,64.5011,-165.4064,50.16,87,90,9.22,light rain
499,Okhotsk,RU,59.3833,143.3,58.57,58,0,8.61,clear sky
500,Pryazha,RU,61.6926,33.6216,56.43,97,31,5.64,scattered clouds
501,Saint-Ambroise,CA,48.5501,-71.3324,72.14,82,74,3.44,broken clouds
502,Twentynine Palms,US,34.1356,-116.0542,102.47,17,0,1.99,clear sky
503,Jiwani,PK,25.05,61.7417,81.84,87,100,12.64,overcast clouds
504,Boralday,KZ,43.3578,76.8594,67.86,42,40,2.24,scattered clouds
505,Acapulco,MX,16.8634,-99.8901,87.94,64,94,7.7,overcast clouds
506,Araouane,ML,18.9048,-3.5265,98.02,30,4,9.04,clear sky
507,Mangan,IN,27.5167,88.5333,76.59,95,100,1.32,overcast clouds
508,Pandan,PH,14.0453,124.1694,82.72,75,100,13.0,light rain
509,Half Moon Bay,US,37.4636,-122.4286,85.8,63,20,1.01,few clouds
510,Tulle,FR,45.3333,1.8333,57.54,95,61,1.14,broken clouds
511,Balsas,BR,-7.5325,-46.0356,93.79,23,84,10.42,broken clouds
512,Vrbno Pod Pradedem,CZ,50.1209,17.3832,58.37,96,100,4.74,overcast clouds
513,Bam,IR,29.106,58.357,91.62,12,42,10.38,scattered clouds
514,Guerrero Negro,MX,27.9769,-114.0611,85.6,51,5,10.6,clear sky
515,Longyearbyen,SJ,78.2186,15.6401,46.24,71,75,16.11,light rain
516,Vilyuysk,RU,63.7553,121.6247,61.5,68,91,4.7,overcast clouds
517,Sakakah,SA,29.9697,40.2064,94.57,12,0,9.33,clear sky
518,Pohrebyshche,UA,49.4864,29.2636,71.42,76,6,6.49,clear sky
519,Alyangula,AU,-13.8483,136.4192,62.47,100,75,1.14,broken clouds
520,Zaliztsi,UA,49.7919,25.373,69.3,70,50,13.06,scattered clouds
521,Brokopondo,SR,4.75,-55.1667,85.53,59,17,1.52,few clouds
522,Careiro Da Varzea,BR,-3.2003,-59.8119,86.61,36,60,3.8,broken clouds
523,Beyneu,KZ,45.3167,55.2,90.57,13,6,8.12,clear sky
524,Sompeta,IN,18.9333,84.6,83.23,72,100,5.44,overcast clouds
525,Arawa,PG,-6.2132,155.5367,75.33,92,16,1.92,light rain
526,Naze,JP,28.3667,129.4833,78.71,87,82,13.2,broken clouds
527,Moshkovo,RU,55.3053,83.6104,62.15,81,73,6.02,broken clouds
528,Mackay,AU,-21.15,149.2,64.04,100,3,0.0,mist
529,Coari,BR,-4.085,-63.1414,90.81,34,42,2.68,scattered clouds
530,Envira,BR,-7.3,-70.2167,88.9,26,35,3.94,scattered clouds
531,Igarka,RU,67.4667,86.5833,53.76,97,93,3.78,overcast clouds
532,Shimoda,JP,34.6667,138.95,73.11,79,6,1.03,clear sky
533,Plouzane,FR,48.3833,-4.6167,62.62,85,75,4.61,broken clouds
534,Solnechnyy,RU,50.7214,136.6319,52.43,95,96,3.67,overcast clouds
535,Hailar,CN,49.2,119.7,52.34,90,0,6.51,clear sky
536,Kidal,ML,18.4411,1.4078,96.01,33,33,6.89,scattered clouds
537,Skjervoy,NO,70.0311,20.9714,47.05,73,60,5.06,broken clouds
538,Emerald,AU,-23.5333,148.1667,59.14,100,0,5.75,clear sky
539,Bangassou,CF,4.7413,22.8184,68.49,91,100,1.05,overcast clouds
540,Luderitz,NA,-26.6481,15.1594,66.56,37,0,10.11,clear sky
541,Barranca,PE,-10.75,-77.7667,67.14,71,12,10.76,few clouds
542,Chernyshevskiy,RU,63.0128,112.4714,59.0,55,100,4.47,overcast clouds
543,Ostrovnoy,RU,68.0531,39.5131,48.83,87,15,8.9,few clouds
544,Olafsvik,IS,64.8945,-23.7142,53.92,92,99,1.12,overcast clouds
545,Verkh-Usugli,RU,52.7,115.1667,46.99,93,36,2.06,scattered clouds
546,Handan,CN,36.6006,114.4678,74.37,84,93,4.81,light rain
547,Lagdo,CM,9.05,13.7333,78.12,83,100,3.78,overcast clouds
548,Trincomalee,LK,8.5711,81.2335,81.34,75,100,18.81,overcast clouds
549,Post Falls,US,47.718,-116.9516,86.45,45,1,1.99,clear sky
550,Jalu,LY,29.0331,21.5482,92.16,15,5,11.05,clear sky
551,Atambua,ID,-9.1061,124.8925,70.12,87,75,4.88,broken clouds
552,Rocha,UY,-34.4833,-54.3333,52.81,82,5,6.02,clear sky
553,Planaltina,BR,-15.4528,-47.6142,79.09,34,19,7.23,few clouds
554,Pozo Colorado,PY,-23.4923,-58.7972,76.64,23,4,7.56,clear sky
555,Parrita,CR,9.5201,-84.3225,90.21,80,100,4.56,overcast clouds
556,Uncia,BO,-18.467,-66.5685,45.84,59,87,9.95,overcast clouds
557,Madison,US,34.7334,-86.5667,85.68,75,40,1.01,scattered clouds
558,Labuhan,ID,-6.8844,112.2051,77.23,75,11,10.36,few clouds
559,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,48.79,100,20,6.71,fog
560,Henties Bay,NA,-22.116,14.2845,68.18,42,0,12.68,clear sky
561,Vaitape,PF,-16.5167,-151.75,77.14,70,57,14.99,broken clouds
562,Fairbanks,US,64.8378,-147.7164,72.41,61,20,0.0,few clouds
563,Puerto Penasco,MX,31.3167,-113.5333,89.91,69,95,10.0,overcast clouds
564,Rovaniemi,FI,66.5,25.7167,56.61,94,75,4.61,broken clouds
565,Xining,CN,36.6167,101.7667,59.56,65,21,3.11,few clouds
566,Mbengwi,CM,6.0167,10.0,64.38,97,96,2.8,light rain
567,Flinders,AU,-34.5833,150.8552,46.2,92,3,4.43,clear sky
568,Ahuimanu,US,21.4447,-157.8378,81.86,63,40,13.8,scattered clouds
569,Barinitas,VE,8.7622,-70.4111,75.18,92,94,3.71,overcast clouds
570,Charlestown,AU,-32.95,151.6667,55.72,84,77,1.99,broken clouds
571,North Bend,US,43.4065,-124.2243,68.16,86,40,19.57,scattered clouds
572,Roshchino,RU,60.2519,29.6085,63.37,91,11,12.73,few clouds
573,Sao Francisco De Paula,BR,-29.4481,-50.5836,60.87,68,39,2.28,scattered clouds
574,Cockburn Town,TC,21.4612,-71.1419,87.76,66,40,13.8,scattered clouds
575,Isla Mujeres,MX,21.2311,-86.731,91.17,66,0,11.5,clear sky
576,Los Llanos De Aridane,ES,28.6585,-17.9182,68.13,86,20,18.41,few clouds
577,Yar-Sale,RU,66.8333,70.8333,54.84,93,100,18.45,moderate rain
578,Djambala,CG,-2.5447,14.7533,80.67,39,100,3.89,overcast clouds
579,Axim,GH,4.8699,-2.2405,76.32,87,0,5.48,clear sky
580,Liuhe,CN,42.2401,125.7172,68.68,99,100,2.59,light rain
581,Madison Heights,US,42.4859,-83.1052,77.25,58,1,13.8,clear sky
582,Bako,ET,5.7833,36.5667,64.76,64,94,4.99,overcast clouds
583,Fayetteville,US,35.0527,-78.8784,93.4,61,40,8.05,light rain
584,Znamenskoye,RU,57.1281,73.8282,61.54,98,67,6.35,broken clouds
585,Abonnema,NG,4.7084,6.7931,80.89,77,99,7.58,overcast clouds
586,Semey,KZ,50.4111,80.2275,74.39,36,0,7.0,clear sky
587,Dosso,NE,13.049,3.1937,85.23,58,97,14.61,overcast clouds
588,Rawson,AR,-43.3002,-65.1023,64.71,28,20,10.51,few clouds
589,Kapit,MY,2.0167,112.9333,73.65,99,87,1.63,overcast clouds
590,Kalemie,CD,-5.9475,29.1947,70.99,54,0,5.03,clear sky
591,Buraydah,SA,26.326,43.975,97.25,9,6,5.79,clear sky
592,Wyndham,US,37.6985,-77.6125,84.58,78,75,1.01,broken clouds
593,Ust-Maya,RU,60.4167,134.5333,55.81,77,100,2.48,overcast clouds
594,Nanortalik,GL,60.1432,-45.2371,51.6,71,100,13.47,light rain
595,Hongjiang,CN,27.11,109.9956,77.56,77,0,1.45,clear sky
596,Siddharthanagar,NP,27.5,83.45,77.59,96,100,5.41,moderate rain
597,Noumea,NC,-22.2763,166.4572,66.99,99,80,7.56,broken clouds
598,Morondava,MG,-20.2833,44.2833,70.23,84,1,9.26,clear sky
599,Zonguldak,TR,41.25,31.8333,62.46,71,0,4.32,clear sky
600,Tshikapa,CD,-6.4167,20.8,78.19,22,79,2.42,broken clouds
601,Bredy,RU,52.4153,60.3411,69.1,68,22,3.94,few clouds
602,Tavda,RU,58.0425,65.2726,60.1,94,16,7.27,few clouds
603,Khorramshahr,IR,30.4397,48.1664,96.75,49,0,2.3,clear sky
604,Takoradi,GH,4.8845,-1.7554,76.05,86,0,6.29,clear sky
605,Kimbe,PG,-5.5502,150.1429,73.67,91,53,5.06,broken clouds
606,Shache,CN,38.4167,77.2406,75.51,43,100,3.94,overcast clouds
607,Isangel,VU,-19.55,169.2667,66.31,77,84,8.05,broken clouds
608,Baykit,RU,61.67,96.37,59.13,92,100,1.45,overcast clouds
609,Ekhabi,RU,53.5102,142.9671,50.74,85,78,5.5,broken clouds
610,Mount Isa,AU,-20.7333,139.5,60.57,55,29,0.0,scattered clouds
611,Moindou,NC,-21.6924,165.677,57.15,62,20,5.91,few clouds
612,Altay,CN,47.8667,88.1167,58.96,53,45,3.22,scattered clouds
613,Quelimane,MZ,-17.8786,36.8883,69.75,78,0,4.61,clear sky
614,Manzanillo,CU,20.3433,-77.1167,89.06,62,27,4.05,light rain
615,Kalininsk,RU,51.5,44.4758,73.02,64,0,3.6,clear sky
616,Bonavista,CA,48.6499,-53.1147,73.4,66,100,17.72,overcast clouds
617,Olovyannaya,RU,50.95,115.5667,56.12,85,21,4.12,few clouds
618,Teahupoo,PF,-17.8333,-149.2667,73.36,63,50,9.95,scattered clouds
619,Coachella,US,33.6803,-116.1739,111.43,17,0,7.0,clear sky
620,Hami,CN,42.8,93.45,68.9,46,80,6.02,broken clouds
621,Dalbandin,PK,28.8947,64.4101,89.31,9,8,7.38,clear sky
622,Luena,AO,-11.7833,19.9167,60.48,37,0,3.27,clear sky
623,Kununurra,AU,-15.7667,128.7333,66.18,94,7,0.0,clear sky
624,Acandi,CO,8.5063,-77.2778,83.89,85,100,2.15,overcast clouds
625,Minna,NG,9.6139,6.5569,74.91,94,75,4.61,mist
626,Boden,SE,65.8252,21.6886,60.8,92,100,4.05,overcast clouds
627,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,93,74,8.55,broken clouds
628,Oranjemund,NA,-28.55,16.4333,58.35,68,1,7.87,clear sky
629,Ginda,IN,30.6945,78.4932,65.77,89,22,3.38,few clouds
630,Pointe Michel,DM,15.25,-61.3833,88.74,66,40,4.61,scattered clouds
631,Marystown,CA,47.1666,-55.1483,63.93,74,88,16.35,overcast clouds
632,Gizo,SB,-8.103,156.8419,79.81,82,45,11.63,light rain
633,Rio Gallegos,AR,-51.6226,-69.2181,53.65,54,0,8.05,clear sky
634,Pacific Grove,US,36.6177,-121.9166,81.28,74,40,5.99,scattered clouds
635,Kumluca,TR,36.3703,30.2869,89.76,32,0,9.48,clear sky
636,Road Town,VG,18.4167,-64.6167,86.04,74,20,9.22,few clouds
637,Ostersund,SE,63.1792,14.6357,52.25,62,75,10.36,broken clouds
638,Lavrentiya,RU,65.5833,-171.0,40.23,87,100,11.63,light rain
639,Nakamura,JP,32.9833,132.9333,75.92,93,94,2.66,moderate rain
640,Kimparana,ML,12.8347,-4.9244,80.22,70,52,7.45,broken clouds
641,Akdepe,TM,42.0551,59.3788,78.89,27,0,12.12,clear sky
642,Victor Harbor,AU,-35.5667,138.6167,53.19,68,0,11.56,clear sky
643,Marzuq,YE,14.4,46.4667,81.28,50,94,1.97,overcast clouds
644,Zhanaozen,KZ,43.3,52.8,86.34,18,0,2.95,clear sky
645,Bauchi,NG,10.5,10.0,71.73,90,100,4.45,light rain
646,Evensk,RU,61.95,159.2333,43.07,88,100,17.43,light rain
647,Krk,HR,45.0258,14.5731,81.59,65,57,11.9,broken clouds
648,Waingapu,ID,-9.6567,120.2641,74.62,84,68,7.76,broken clouds
649,Orel-Izumrud,RU,43.4583,39.9244,78.82,83,75,4.0,broken clouds
650,Aleksandrov Gay,RU,50.147,48.5704,83.14,22,3,6.67,clear sky
651,Qujing,CN,25.4833,103.7833,57.99,87,0,2.24,clear sky
652,Camana,PE,-16.6228,-72.7111,66.31,73,45,9.64,scattered clouds
653,Barentu,ER,15.1139,37.5928,71.11,85,100,2.95,overcast clouds
654,Rudbar,AF,30.15,62.6,87.98,13,0,13.98,clear sky
655,Makinsk,KZ,52.6292,70.4169,68.58,64,1,7.54,clear sky
656,Ranong,TH,9.9658,98.6348,79.86,87,100,14.32,overcast clouds
657,Shirokiy,RU,49.758,129.523,62.31,99,100,4.14,overcast clouds
658,Makakilo City,US,21.3469,-158.0858,82.72,56,1,13.8,clear sky
659,Penalva,BR,-3.2942,-45.1736,87.87,49,98,1.72,overcast clouds
660,Bad Orb,DE,50.2279,9.3478,64.67,89,68,3.56,broken clouds
661,Buala,SB,-8.145,159.5921,77.77,87,98,6.24,moderate rain
662,Elat,IL,29.5581,34.9482,89.44,33,0,4.61,clear sky
663,Pekalongan,ID,-6.8886,109.6753,72.01,79,25,4.29,scattered clouds
664,Havre-Saint-Pierre,CA,50.2334,-63.5986,59.36,82,90,18.41,overcast clouds
665,Banda Aceh,ID,5.5577,95.3222,79.68,74,99,16.22,overcast clouds
666,Idah,NG,7.1065,6.7342,74.01,91,100,3.0,light rain
667,Qasigiannguit,GL,68.8193,-51.1922,51.19,56,2,6.58,clear sky
668,Makasar,ID,-5.14,119.4221,75.25,94,20,2.3,few clouds
669,Riyadh,SA,24.6877,46.7219,100.54,9,3,5.21,clear sky
670,Inuvik,CA,68.3499,-133.7218,84.96,33,75,10.36,broken clouds
671,Abu Dhabi,AE,24.4667,54.3667,95.11,63,0,3.44,clear sky
672,Hermiston,US,45.8404,-119.2895,91.11,42,100,4.0,overcast clouds
673,Sangod,IN,24.9167,76.2833,76.01,92,100,14.03,heavy intensity rain
674,Taywarah,AF,33.35,64.4167,56.37,26,0,7.65,clear sky
675,Soyo,AO,-6.1349,12.3689,72.91,83,18,9.93,few clouds
676,Ishigaki,JP,24.3448,124.1572,82.49,80,100,13.94,overcast clouds
677,Hualmay,PE,-11.0964,-77.6139,67.78,72,11,10.13,few clouds
678,Adjumani,UG,3.3779,31.7909,71.53,62,100,0.96,overcast clouds
679,Yuancheng,CN,36.652,107.7896,71.24,37,50,5.84,scattered clouds
680,Angoche,MZ,-16.2325,39.9086,70.41,72,0,8.57,clear sky
681,Sterlitamak,RU,53.6246,55.9502,69.78,52,64,5.59,broken clouds
682,Mwingi,KE,-0.9344,38.0601,66.54,66,76,11.65,broken clouds
683,Salacgriva,LV,57.7536,24.3581,61.9,70,100,12.12,overcast clouds
684,Muli,MV,2.9167,73.5667,82.63,71,100,8.1,overcast clouds
685,Khasan,RU,42.4308,130.6434,75.65,91,91,16.93,overcast clouds
686,Sandnessjoen,NO,66.0217,12.6316,50.52,76,40,4.61,scattered clouds
687,Khorixas,NA,-20.3667,14.9667,66.74,25,0,8.14,clear sky
688,Abeche,TD,13.8292,20.8324,72.27,85,100,18.41,overcast clouds
689,Nakusp,CA,50.2499,-117.8023,95.0,24,100,9.19,overcast clouds
690,Danshui,CN,22.7984,114.4672,85.01,87,100,2.59,overcast clouds
691,Varzea Da Palma,BR,-17.5981,-44.7308,79.86,32,15,2.24,few clouds
692,Buin,CL,-33.7333,-70.75,82.72,14,0,1.79,clear sky
693,Niagara Falls,CA,43.1001,-79.0663,73.06,72,75,9.22,broken clouds
694,Linhares,BR,-19.3911,-40.0722,68.85,56,94,7.45,overcast clouds
695,Uri,IN,34.0833,74.0333,68.04,94,16,1.07,few clouds
696,Pemangkat,ID,1.1667,108.9667,79.36,85,99,8.66,overcast clouds
